סמל ועדה_x,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת,סמל ועדה_y,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל,Latitude,Longitude,preference,coalition_votes,opposition_votes,didnt_pass_votes,Preference,Category,Region
99,98804,מעטפות חיצוניות,9999,804.0,0,0,0,600,5,595,30,2,12,11,30,17,0,0,0,0,108,0,3,0,0,0,55,0,17,100,13,0,0,0,0,0,0,47,89,0,4,0,0,0,1,0,2,0,54,0,,,,,,,,,,,,32.287134,34.118773,Coalition,273,255,67,ט,Coalition,
99,98805,מעטפות חיצוניות,9999,805.0,0,0,0,601,1,600,33,9,14,6,9,9,0,0,0,0,99,0,1,0,0,0,77,0,16,158,18,0,0,0,0,1,0,4,113,2,2,0,0,0,0,0,3,0,25,1,,,,,,,,,,,,32.287134,34.118773,Coalition,288,252,60,מחל,Coalition,
99,98806,מעטפות חיצוניות,9999,806.0,0,0,0,601,5,596,34,3,6,34,14,14,0,0,0,0,94,0,0,0,0,0,59,0,11,134,19,0,0,0,0,1,0,12,110,2,2,1,0,0,0,0,3,0,43,0,,,,,,,,,,,,32.287134,34.118773,Coalition,305,240,51,מחל,Coalition,
99,98807,מעטפות חיצוניות,9999,807.0,0,0,0,603,5,598,26,4,7,21,16,8,2,0,0,0,53,0,2,0,0,0,56,0,88,150,13,0,0,0,0,0,0,8,105,2,3,0,0,0,0,1,1,0,31,1,,,,,,,,,,,,32.287134,34.118773,Opposition,255,291,52,מחל,Coalition,
99,98808,מעטפות חיצוניות,9999,808.0,0,0,0,600,6,594,31,2,12,10,7,18,0,0,0,0,99,1,3,0,0,0,57,0,26,168,11,0,0,0,0,0,0,17,77,0,0,0,0,0,0,0,5,0,50,0,,,,,,,,,,,,32.287134,34.118773,Coalition,327,226,41,מחל,Coalition,
99,98809,מעטפות חיצוניות,9999,809.0,0,0,0,600,4,596,32,1,12,14,8,6,0,0,0,0,139,0,5,0,0,0,62,0,13,132,16,0,0,0,0,0,0,18,82,2,3,0,0,0,0,0,2,0,49,0,,,,,,,,,,,,32.287134,34.118773,Coalition,334,213,49,ט,Coalition,
99,98810,מעטפות חיצוניות,9999,810.0,0,0,0,605,10,595,29,4,2,38,7,9,0,0,0,0,42,0,1,0,0,0,43,1,105,126,19,0,0,0,1,0,0,14,103,0,1,0,1,0,0,0,0,0,47,2,,,,,,,,,,,,32.287134,34.118773,Opposition,253,303,39,מחל,Coalition,
99,98811,מעטפות חיצוניות,9999,811.0,0,0,0,603,5,598,16,3,12,89,2,3,0,0,0,0,93,1,2,0,0,0,42,0,31,120,10,0,1,0,0,0,0,3,52,1,0,0,0,0,1,0,1,0,115,0,,,,,,,,,,,,32.287134,34.118773,Coalition,417,147,34,מחל,Coalition,
99,98812,מעטפות חיצוניות,9999,812.0,0,0,0,602,6,596,33,2,9,32,5,11,0,0,0,0,115,0,0,0,0,0,44,0,55,130,18,0,0,0,1,0,0,5,66,0,2,0,0,0,0,1,1,1,65,0,,,,,,,,,,,,32.287134,34.118773,Coalition,342,214,40,מחל,Coalition,
99,98813,מעטפות חיצוניות,9999,813.0,0,0,0,619,1,618,29,3,6,39,15,12,0,0,0,0,103,0,3,0,0,0,51,0,12,128,26,0,1,0,0,0,0,9,80,0,1,0,2,0,1,0,3,0,94,0,,,,,,,,,,,,32.287134,34.118773,Coalition,364,193,61,מחל,Coalition,
99,98814,מעטפות חיצוניות,9999,814.0,0,0,0,603,15,588,29,6,13,22,9,14,0,0,0,0,102,0,2,0,0,0,56,1,40,125,15,0,0,0,1,0,0,13,109,0,1,0,0,0,0,0,0,0,29,1,,,,,,,,,,,,32.287134,34.118773,Coalition,278,261,49,מחל,Coalition,
99,98815,מעטפות חיצוניות,9999,815.0,0,0,0,601,10,591,30,0,4,11,13,12,0,0,0,0,61,0,4,0,0,0,59,0,46,159,22,0,0,0,1,0,0,12,107,0,2,1,0,0,3,1,0,0,42,1,,,,,,,,,,,,32.287134,34.118773,Coalition,273,266,52,מחל,Coalition,
99,98816,מעטפות חיצוניות,9999,816.0,0,0,0,610,4,606,26,1,10,78,25,12,0,0,0,0,105,0,3,0,0,0,45,0,11,105,30,0,0,0,0,0,0,9,54,0,3,0,0,0,0,0,1,0,88,0,,,,,,,,,,,,32.287134,34.118773,Coalition,376,157,73,מחל,Coalition,
99,98817,מעטפות חיצוניות,9999,817.0,0,0,0,600,1,599,33,3,9,54,27,12,0,0,0,0,97,0,4,0,0,0,54,1,24,113,11,0,0,0,0,0,0,8,69,0,2,0,0,0,0,0,0,0,78,0,,,,,,,,,,,,32.287134,34.118773,Coalition,342,200,57,מחל,Coalition,
99,98818,מעטפות חיצוניות,9999,818.0,0,0,0,593,6,587,27,6,8,18,23,16,1,0,0,0,66,0,0,0,0,0,56,0,50,131,25,0,0,0,0,0,0,16,95,0,1,0,0,0,0,0,1,0,46,1,,,,,,,,,,,,32.287134,34.118773,Coalition,261,260,66,מחל,Coalition,
99,98819,מעטפות חיצוניות,9999,819.0,0,0,0,603,0,603,10,1,9,30,9,9,0,0,0,0,129,0,5,0,0,0,55,0,11,174,9,1,0,0,0,0,0,3,77,0,2,0,0,1,0,0,1,0,67,0,,,,,,,,,,,,32.287134,34.118773,Coalition,400,165,38,מחל,Coalition,
99,98820,מעטפות חיצוניות,9999,820.0,0,0,0,570,2,568,42,3,10,17,18,29,0,0,0,0,75,0,2,0,0,0,63,0,24,97,32,0,1,0,0,0,0,7,101,1,1,0,0,0,0,0,3,0,41,1,,,,,,,,,,,,32.287134,34.118773,Opposition,230,266,72,פה,Opposition,
99,98821,מעטפות חיצוניות,9999,821.0,0,0,0,591,2,589,33,3,5,22,7,13,0,0,0,0,111,0,0,0,0,0,52,0,16,158,26,0,0,0,0,0,0,7,81,0,0,0,0,0,0,1,0,0,54,0,,,,,,,,,,,,32.287134,34.118773,Coalition,345,202,42,מחל,Coalition,
99,98822,מעטפות חיצוניות,9999,822.0,0,0,0,599,10,589,31,0,9,26,16,9,0,0,0,0,65,1,1,0,0,0,54,0,65,131,20,1,0,0,0,0,0,9,80,0,3,0,0,0,0,0,0,0,68,0,,,,,,,,,,,,32.287134,34.118773,Coalition,290,248,51,מחל,Coalition,
99,98823,מעטפות חיצוניות,9999,823.0,0,0,0,606,10,596,16,0,15,17,16,12,0,0,0,0,54,1,0,0,0,0,37,1,145,120,10,1,2,0,2,0,0,20,60,1,0,0,1,0,0,2,2,0,60,1,,,,,,,,,,,,32.287134,34.118773,Opposition,251,290,55,ל,Opposition,
99,98824,מעטפות חיצוניות,9999,824.0,0,0,0,597,3,594,34,6,10,15,17,19,0,0,0,0,72,1,4,0,0,0,62,1,18,116,36,0,0,0,1,1,0,11,122,1,0,3,0,0,0,0,1,0,43,0,,,,,,,,,,,,32.287134,34.118773,Opposition,246,266,82,פה,Opposition,
99,98825,מעטפות חיצוניות,9999,825.0,0,0,0,602,5,597,41,5,6,14,10,10,0,0,0,0,78,0,0,0,0,0,75,0,52,124,24,0,0,0,0,0,0,7,116,0,0,0,0,0,0,0,1,2,32,0,,,,,,,,,,,,32.287134,34.118773,Opposition,248,301,48,מחל,Coalition,
99,98826,מעטפות חיצוניות,9999,826.0,0,0,0,619,14,605,13,2,8,37,9,12,0,0,0,0,52,0,1,0,1,0,33,0,163,131,7,0,0,0,0,0,0,25,76,0,2,0,1,0,0,0,2,0,27,3,,,,,,,,,,,,32.287134,34.118773,Opposition,247,322,36,ל,Opposition,
99,98827,מעטפות חיצוניות,9999,827.0,0,0,0,604,4,600,35,2,8,5,12,19,0,0,0,0,96,0,3,0,0,0,62,0,14,136,20,0,1,0,0,0,0,54,106,0,1,0,1,0,0,0,2,0,23,0,,,,,,,,,,,,32.287134,34.118773,Opposition,260,290,50,מחל,Coalition,
99,98828,מעטפות חיצוניות,9999,828.0,0,0,0,602,17,585,26,2,7,17,19,14,0,0,0,0,44,2,2,0,1,0,32,0,115,111,16,0,0,0,0,1,0,40,92,0,0,0,0,0,0,1,1,0,41,1,,,,,,,,,,,,32.287134,34.118773,Opposition,213,319,53,ל,Opposition,
99,98829,מעטפות חיצוניות,9999,829.0,0,0,0,599,4,595,27,4,4,13,14,12,0,0,0,0,94,0,1,0,0,0,53,0,24,124,23,0,0,0,1,0,0,57,85,0,2,0,0,0,0,0,6,1,49,1,,,,,,,,,,,,32.287134,34.118773,Coalition,280,258,57,מחל,Coalition,
99,98830,מעטפות חיצוניות,9999,830.0,0,0,0,602,4,598,37,3,7,5,12,18,0,1,0,0,100,0,2,0,0,0,62,0,16,151,25,0,1,0,0,0,0,20,87,0,1,0,0,0,0,0,3,0,47,0,,,,,,,,,,,,32.287134,34.118773,Coalition,303,240,55,מחל,Coalition,
99,98831,מעטפות חיצוניות,9999,831.0,0,0,0,289,4,285,15,1,4,5,4,5,0,0,0,0,37,0,2,0,0,0,31,1,12,75,14,0,0,0,0,0,2,9,43,0,1,0,0,0,0,0,3,0,21,0,,,,,,,,,,,,32.287134,34.118773,Coalition,138,115,32,מחל,Coalition,
99,98832,מעטפות חיצוניות,9999,832.0,0,0,0,309,3,306,13,1,9,3,38,14,0,0,0,0,45,0,5,0,0,0,21,0,7,53,12,0,0,0,0,0,0,24,41,0,2,1,1,0,0,1,2,0,13,0,,,,,,,,,,,,32.287134,34.118773,Opposition,114,120,72,מחל,Coalition,
99,98833,מעטפות חיצוניות,9999,833.0,0,0,0,251,0,251,7,0,7,4,7,16,0,0,0,0,63,0,0,0,0,0,20,0,7,73,8,0,0,0,0,0,0,5,13,1,1,0,0,0,0,0,1,0,18,0,,,,,,,,,,,,32.287134,34.118773,Coalition,158,68,25,מחל,Coalition,
99,98834,מעטפות חיצוניות,9999,834.0,0,0,0,294,1,293,9,5,8,9,6,7,0,0,0,0,37,0,4,0,0,0,32,0,5,67,10,0,0,0,0,0,0,7,60,0,1,0,0,0,0,0,1,1,24,0,,,,,,,,,,,,32.287134,34.118773,Coalition,137,120,36,מחל,Coalition,
99,98835,מעטפות חיצוניות,9999,835.0,0,0,0,280,2,278,16,2,8,10,14,10,0,0,0,0,41,0,2,0,0,0,22,0,8,71,9,0,0,0,0,1,0,13,37,0,0,0,0,0,0,0,0,1,13,0,,,,,,,,,,,,32.287134,34.118773,Coalition,135,106,37,מחל,Coalition,
99,98836,מעטפות חיצוניות,9999,836.0,0,0,0,499,6,493,29,2,13,5,35,30,0,0,0,0,56,0,2,0,0,0,44,0,16,85,22,1,0,0,0,0,0,53,76,0,2,0,0,0,0,0,1,0,21,0,,,,,,,,,,,,32.287134,34.118773,Opposition,167,248,78,מחל,Coalition,
99,98837,מעטפות חיצוניות,9999,837.0,0,0,0,608,4,604,37,0,9,17,19,24,0,0,0,0,88,0,3,0,0,0,61,2,29,140,22,0,0,0,0,0,0,22,87,0,2,0,0,0,0,1,4,0,37,0,,,,,,,,,,,,32.287134,34.118773,Coalition,282,260,62,מחל,Coalition,
99,98838,מעטפות חיצוניות,9999,838.0,0,0,0,600,7,593,17,0,7,10,3,4,1,0,0,0,44,0,0,0,0,0,34,0,200,129,13,1,0,0,0,0,0,10,89,0,2,0,2,1,0,0,1,0,23,2,,,,,,,,,,,,32.287134,34.118773,Opposition,206,354,33,ל,Opposition,
99,98839,מעטפות חיצוניות,9999,839.0,0,0,0,547,2,545,29,2,5,20,32,17,0,0,0,0,76,1,4,0,0,0,54,0,22,123,17,0,0,0,0,0,0,8,91,0,2,0,0,0,0,0,0,0,42,0,,,,,,,,,,,,32.287134,34.118773,Coalition,261,221,63,מחל,Coalition,
99,98840,מעטפות חיצוניות,9999,840.0,0,0,0,496,2,494,37,2,4,13,5,15,0,0,0,0,55,0,3,0,0,0,49,0,55,79,35,0,0,0,0,0,0,6,104,0,1,0,0,0,0,1,1,0,29,0,,,,,,,,,,,,32.287134,34.118773,Opposition,176,266,52,פה,Opposition,
99,98841,מעטפות חיצוניות,9999,841.0,0,0,0,596,4,592,30,5,4,5,8,14,0,0,0,0,107,0,1,0,0,0,62,0,21,113,16,0,0,0,0,0,0,68,102,0,1,0,1,0,0,1,1,0,32,0,,,,,,,,,,,,32.287134,34.118773,Opposition,257,297,38,מחל,Coalition,
99,98842,מעטפות חיצוניות,9999,842.0,0,0,0,493,0,493,38,0,4,7,29,23,0,0,0,0,71,0,2,0,0,0,51,0,17,100,13,0,0,0,0,0,0,25,84,0,1,0,0,0,0,1,1,0,26,0,,,,,,,,,,,,32.287134,34.118773,Opposition,204,238,51,מחל,Coalition,
99,98843,מעטפות חיצוניות,9999,843.0,0,0,0,553,1,552,33,3,3,6,13,16,0,0,0,0,83,0,2,0,0,0,55,0,12,138,31,0,0,0,0,2,0,31,80,0,1,0,2,0,0,0,3,0,38,0,,,,,,,,,,,,32.287134,34.118773,Coalition,265,227,60,מחל,Coalition,
99,98844,מעטפות חיצוניות,9999,844.0,0,0,0,590,6,584,28,3,3,9,37,31,0,0,0,1,43,0,2,0,0,0,47,0,67,124,26,0,0,0,1,0,1,25,99,0,3,0,1,0,0,0,2,1,28,2,,,,,,,,,,,,32.287134,34.118773,Opposition,204,297,83,מחל,Coalition,
99,98845,מעטפות חיצוניות,9999,845.0,0,0,0,501,9,492,29,0,9,5,12,13,1,0,0,0,28,0,4,0,0,0,38,0,80,108,11,0,0,0,2,0,0,12,105,2,1,0,1,1,1,0,1,0,27,1,,,,,,,,,,,,32.287134,34.118773,Opposition,168,277,47,מחל,Coalition,
99,98846,מעטפות חיצוניות,9999,846.0,0,0,0,495,3,492,32,1,6,15,17,18,0,0,0,0,46,0,0,0,0,0,40,0,49,90,27,0,0,0,1,0,0,12,103,0,1,0,0,0,0,0,2,0,32,0,,,,,,,,,,,,32.287134,34.118773,Opposition,183,254,55,פה,Opposition,
99,98847,מעטפות חיצוניות,9999,847.0,0,0,0,502,2,500,20,1,7,35,18,18,0,0,0,0,48,0,0,0,0,0,50,0,11,120,23,0,1,0,1,0,0,15,93,0,3,0,0,0,0,0,1,0,35,0,,,,,,,,,,,,32.287134,34.118773,Coalition,238,207,55,מחל,Coalition,
99,98848,מעטפות חיצוניות,9999,848.0,0,0,0,501,4,497,38,5,4,10,23,27,0,0,0,0,29,0,1,0,0,0,62,0,48,75,28,0,0,0,0,1,0,6,118,0,0,0,0,0,0,1,1,0,18,2,,,,,,,,,,,,32.287134,34.118773,Opposition,132,299,66,פה,Opposition,
99,98849,מעטפות חיצוניות,9999,849.0,0,0,0,497,1,496,27,4,5,15,8,3,0,0,0,0,65,0,1,0,0,0,52,0,16,111,20,0,0,0,0,1,0,27,98,2,2,0,0,0,0,0,5,0,34,0,,,,,,,,,,,,32.287134,34.118773,Coalition,225,223,48,מחל,Coalition,
99,98850,מעטפות חיצוניות,9999,850.0,0,0,0,482,2,480,29,4,10,9,6,6,0,0,0,0,86,1,3,0,0,0,32,0,24,108,17,0,0,0,0,0,0,15,81,0,2,0,0,0,0,0,4,0,43,0,,,,,,,,,,,,32.287134,34.118773,Coalition,246,187,47,מחל,Coalition,
99,98861,מעטפות חיצוניות,9999,861.0,0,0,0,599,6,593,34,2,16,16,9,11,0,0,0,0,121,0,3,0,0,0,49,0,28,134,22,0,0,0,0,0,0,19,87,0,2,0,0,1,0,1,1,0,37,0,,,,,,,,,,,,32.287134,34.118773,Coalition,308,228,57,מחל,Coalition,
99,98871,מעטפות חיצוניות,9999,871.0,0,0,0,603,3,600,14,4,15,96,4,26,0,0,0,0,130,0,1,0,0,0,25,0,12,101,12,0,0,0,0,0,0,12,36,1,1,0,0,0,0,0,2,0,107,1,,,,,,,,,,,,32.287134,34.118773,Coalition,434,125,41,ט,Coalition,
99,98872,מעטפות חיצוניות,9999,872.0,0,0,0,545,6,539,19,4,6,18,22,20,0,0,0,0,105,0,3,0,0,0,54,1,25,115,18,0,0,0,0,0,0,16,76,0,1,0,0,0,0,0,1,0,35,0,,,,,,,,,,,,32.287134,34.118773,Coalition,273,210,56,מחל,Coalition,
99,98881,מעטפות חיצוניות,9999,881.0,0,0,0,605,1,604,33,3,7,20,15,20,0,0,0,0,91,1,5,0,0,0,70,0,14,97,21,0,0,1,0,0,0,57,114,0,1,0,1,0,0,0,2,0,31,0,,,,,,,,,,,,32.287134,34.118773,Opposition,239,308,57,פה,Opposition,
99,98882,מעטפות חיצוניות,9999,882.0,0,0,0,598,7,591,39,2,2,7,23,13,0,0,0,0,39,0,1,0,0,0,62,1,68,132,20,0,0,1,0,0,0,13,143,0,0,0,1,0,0,0,0,0,23,1,,,,,,,,,,,,32.287134,34.118773,Opposition,201,338,52,פה,Opposition,
99,98891,מעטפות חיצוניות,9999,891.0,0,0,0,606,3,603,44,2,8,21,10,15,0,0,0,0,79,0,4,0,0,0,67,0,41,115,18,0,0,1,0,0,0,3,125,0,2,0,0,0,0,0,0,0,48,0,,,,,,,,,,,,32.287134,34.118773,Opposition,263,295,45,פה,Opposition,
99,98892,מעטפות חיצוניות,9999,892.0,0,0,0,492,3,489,33,2,7,16,18,13,0,0,0,0,85,1,0,0,0,0,44,0,27,105,22,0,0,0,0,0,0,9,66,0,3,0,0,0,0,0,7,0,31,0,,,,,,,,,,,,32.287134,34.118773,Coalition,237,192,60,מחל,Coalition,
99,98901,מעטפות חיצוניות,9999,901.0,0,0,0,401,8,393,30,0,3,21,10,11,0,0,0,0,54,0,0,0,0,0,43,0,7,80,26,0,0,0,0,0,0,10,52,1,1,0,0,0,0,0,3,0,41,0,,,,,,,,,,,,32.287134,34.118773,Coalition,196,153,44,מחל,Coalition,
99,98902,מעטפות חיצוניות,9999,902.0,0,0,0,523,6,517,23,3,7,36,12,13,0,0,0,0,75,0,2,0,0,0,22,0,12,143,5,0,0,0,0,1,0,43,57,0,4,0,0,0,0,0,1,0,58,0,,,,,,,,,,,,32.287134,34.118773,Coalition,312,170,35,מחל,Coalition,
99,98911,מעטפות חיצוניות,9999,911.0,0,0,0,599,5,594,32,2,7,12,14,12,1,1,0,2,82,0,3,0,0,0,44,1,31,133,18,0,0,0,1,1,0,18,120,1,6,0,1,0,0,0,1,0,50,0,,,,,,,,,,,,32.287134,34.118773,Coalition,277,257,60,מחל,Coalition,
99,98912,מעטפות חיצוניות,9999,912.0,0,0,0,490,9,481,40,3,4,2,23,18,0,0,0,0,56,1,0,0,0,0,54,0,10,73,29,0,0,0,0,0,0,11,127,0,3,0,0,0,1,0,2,1,23,0,,,,,,,,,,,,32.287134,34.118773,Opposition,154,260,67,פה,Opposition,
99,98921,מעטפות חיצוניות,9999,921.0,0,0,0,602,12,590,52,3,10,6,14,11,1,0,0,1,39,0,3,0,0,0,74,0,20,118,36,0,1,0,0,3,0,19,132,0,2,2,0,1,0,0,0,0,41,1,,,,,,,,,,,,32.287134,34.118773,Opposition,204,308,78,פה,Opposition,
99,98922,מעטפות חיצוניות,9999,922.0,0,0,0,610,5,605,32,6,8,13,17,27,0,0,0,0,55,0,1,0,0,0,48,1,29,166,33,0,0,1,0,2,0,22,100,0,2,0,0,0,0,0,3,0,36,3,,,,,,,,,,,,32.287134,34.118773,Coalition,270,258,77,מחל,Coalition,
99,98931,מעטפות חיצוניות,9999,931.0,0,0,0,271,3,268,14,4,2,0,0,0,0,0,0,0,66,0,4,0,0,0,30,0,5,76,6,0,0,0,0,0,0,1,47,2,3,0,0,0,0,0,0,0,8,0,,,,,,,,,,,,32.287134,34.118773,Coalition,150,97,21,מחל,Coalition,
99,98932,מעטפות חיצוניות,9999,932.0,0,0,0,200,4,196,10,3,3,0,0,0,0,0,0,0,40,0,0,0,0,0,31,0,2,55,3,0,0,0,0,0,0,2,39,1,1,0,1,0,0,0,0,0,5,0,,,,,,,,,,,,32.287134,34.118773,Coalition,100,84,12,מחל,Coalition,
99,98933,מעטפות חיצוניות,9999,933.0,0,0,0,205,4,201,13,5,2,8,9,6,0,0,0,0,33,0,2,0,0,0,16,0,2,45,10,0,0,0,0,0,0,5,34,0,0,2,0,0,0,0,1,0,8,0,,,,,,,,,,,,32.287134,34.118773,Coalition,94,76,31,מחל,Coalition,
99,98936,מעטפות חיצוניות,9999,936.0,0,0,0,108,2,106,5,1,2,7,2,4,0,0,0,0,14,0,1,0,0,0,13,0,4,22,5,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,10,1,,,,,,,,,,,,32.287134,34.118773,Coalition,53,40,13,מחל,Coalition,
99,98943,מעטפות חיצוניות,9999,943.0,0,0,0,252,3,249,8,1,8,9,7,8,0,0,0,0,44,0,1,0,0,0,24,0,13,48,3,0,1,0,0,0,0,6,35,0,1,0,0,0,1,0,1,0,30,0,,,,,,,,,,,,32.287134,34.118773,Coalition,131,94,24,מחל,Coalition,
99,98944,מעטפות חיצוניות,9999,944.0,0,0,0,200,0,200,6,1,3,2,3,3,0,0,0,0,45,0,1,0,0,0,16,0,6,57,4,0,0,0,0,0,0,9,27,0,2,0,0,0,0,0,0,0,15,0,,,,,,,,,,,,32.287134,34.118773,Coalition,119,67,14,מחל,Coalition,
99,98945,מעטפות חיצוניות,9999,945.0,0,0,0,297,2,295,13,0,1,3,0,0,0,0,0,0,60,0,0,0,0,0,44,0,11,90,4,0,0,0,0,0,0,1,58,0,2,0,0,2,0,0,0,0,6,0,,,,,,,,,,,,32.287134,34.118773,Coalition,159,127,9,מחל,Coalition,
99,98951,מעטפות חיצוניות,9999,951.0,0,0,0,99,1,98,2,2,1,5,0,3,0,0,0,0,10,0,0,0,0,0,9,0,3,15,3,0,0,0,0,0,0,23,13,0,0,0,0,0,0,0,0,0,9,0,,,,,,,,,,,,32.287134,34.118773,Opposition,39,53,6,עם,Opposition,
99,98953,מעטפות חיצוניות,9999,953.0,0,0,0,198,0,198,7,2,2,5,1,0,0,0,0,0,36,0,3,0,0,0,22,0,4,47,5,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,35,0,,,,,,,,,,,,32.287134,34.118773,Coalition,123,60,15,מחל,Coalition,
99,98954,מעטפות חיצוניות,9999,954.0,0,0,0,178,2,176,14,6,0,0,0,0,0,0,0,0,48,0,1,0,0,0,18,0,1,40,6,0,0,0,0,0,0,0,28,2,4,0,0,0,0,0,0,0,6,2,,,,,,,,,,,,32.287134,34.118773,Coalition,94,61,21,ט,Coalition,
99,98955,מעטפות חיצוניות,9999,955.0,0,0,0,103,0,103,4,0,3,9,1,0,0,0,0,0,20,0,2,0,0,0,9,0,1,19,1,0,0,0,1,0,0,1,13,0,1,0,0,0,0,0,0,0,18,0,,,,,,,,,,,,32.287134,34.118773,Coalition,66,28,9,ט,Coalition,
99,98961,מעטפות חיצוניות,9999,961.0,0,0,0,304,3,301,11,1,4,11,6,9,0,0,0,0,64,0,2,0,0,0,29,0,3,75,11,0,0,0,0,0,0,11,40,0,1,0,0,0,0,0,0,0,23,0,,,,,,,,,,,,32.287134,34.118773,Coalition,173,103,25,מחל,Coalition,
99,98962,מעטפות חיצוניות,9999,962.0,0,0,0,313,0,313,19,2,4,8,6,5,0,0,0,0,43,0,1,0,0,0,34,0,12,73,12,0,0,0,1,0,0,12,50,0,0,0,0,0,0,0,3,0,28,0,,,,,,,,,,,,32.287134,34.118773,Coalition,152,132,29,מחל,Coalition,
99,98963,מעטפות חיצוניות,9999,963.0,0,0,0,302,5,297,13,4,4,0,0,0,0,0,0,0,52,0,1,0,0,0,35,0,8,83,11,0,0,0,0,0,0,6,62,0,4,0,0,0,0,0,1,0,13,0,,,,,,,,,,,,32.287134,34.118773,Coalition,148,124,25,מחל,Coalition,
99,98972,מעטפות חיצוניות,9999,972.0,0,0,0,256,1,255,15,2,4,3,9,18,0,0,0,0,19,0,0,0,0,0,33,0,11,60,6,0,0,0,0,0,0,8,50,0,0,0,0,0,0,0,2,0,15,0,,,,,,,,,,,,32.287134,34.118773,Opposition,97,135,23,מחל,Coalition,
99,98973,מעטפות חיצוניות,9999,973.0,0,0,0,300,9,291,18,1,7,19,4,2,0,0,0,0,58,0,1,0,0,0,28,0,5,73,6,0,0,0,0,0,0,6,46,1,0,0,0,0,0,0,0,0,16,0,,,,,,,,,,,,32.287134,34.118773,Coalition,166,105,20,מחל,Coalition,
99,98976,מעטפות חיצוניות,9999,976.0,0,0,0,156,0,156,9,0,1,8,5,4,0,0,0,0,29,0,1,0,0,0,18,0,5,32,7,0,0,0,0,0,0,7,18,0,1,0,0,0,0,0,0,0,11,0,,,,,,,,,,,,32.287134,34.118773,Coalition,80,61,15,מחל,Coalition,
99,98977,מעטפות חיצוניות,9999,977.0,0,0,0,299,0,299,9,4,10,9,0,0,0,0,0,0,59,0,2,0,0,0,29,0,7,70,7,0,0,0,0,0,0,1,58,1,1,0,0,0,0,0,0,0,32,0,,,,,,,,,,,,32.287134,34.118773,Coalition,170,104,25,מחל,Coalition,
99,98983,מעטפות חיצוניות,9999,983.0,0,0,0,152,1,151,2,0,2,2,5,3,0,0,0,0,26,0,2,0,0,0,17,0,7,39,3,0,0,0,0,0,0,7,23,0,0,0,0,0,0,0,0,0,13,0,,,,,,,,,,,,32.287134,34.118773,Coalition,80,59,12,מחל,Coalition,
99,98984,מעטפות חיצוניות,9999,984.0,0,0,0,101,0,101,6,1,2,4,0,1,0,0,0,0,30,0,2,0,0,0,13,0,3,18,1,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,32.287134,34.118773,Coalition,55,40,6,ט,Coalition,
99,98986,מעטפות חיצוניות,9999,986.0,0,0,0,302,4,298,20,2,1,16,1,2,0,0,0,0,40,0,0,0,0,0,30,0,6,80,9,0,0,0,0,0,0,1,53,0,5,0,1,0,0,0,1,0,30,0,,,,,,,,,,,,32.287134,34.118773,Coalition,166,112,20,מחל,Coalition,
99,98991,מעטפות חיצוניות,9999,991.0,0,0,0,101,0,101,3,0,0,3,2,1,0,0,0,0,29,0,0,0,0,0,9,0,3,18,3,0,0,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,10,0,,,,,,,,,,,,32.287134,34.118773,Coalition,60,35,6,ט,Coalition,
99,98993,מעטפות חיצוניות,9999,993.0,0,0,0,102,0,102,4,1,4,4,3,1,0,0,0,0,18,0,1,0,0,0,9,0,6,22,1,0,0,0,0,0,0,2,14,0,0,1,0,0,0,0,0,0,11,0,,,,,,,,,,,,32.287134,34.118773,Coalition,55,36,11,מחל,Coalition,
99,98995,מעטפות חיצוניות,9999,995.0,0,0,0,100,1,99,5,2,3,0,0,0,0,0,0,0,13,0,0,0,0,0,20,0,1,20,4,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,32.287134,34.118773,Opposition,33,55,11,פה,Opposition,
99,99201,מעטפות חיצוניות,9999,1201.0,0,0,0,616,3,613,56,4,5,4,68,33,0,0,0,0,41,0,3,0,0,0,68,1,24,75,41,0,0,0,0,0,0,21,145,0,1,0,0,0,0,0,2,0,20,1,,,,,,,,,,,,32.287134,34.118773,Opposition,140,347,126,פה,Opposition,
99,99202,מעטפות חיצוניות,9999,1202.0,0,0,0,300,1,299,22,3,4,3,22,18,0,0,0,0,35,0,4,0,0,0,36,0,3,55,14,0,0,0,0,0,0,11,54,1,1,0,0,0,0,0,0,0,13,0,,,,,,,,,,,,32.287134,34.118773,Opposition,106,144,49,מחל,Coalition,
